lemma,features
nuqima'bahagacaga,"pear,verb,interrogative,iterative,future,3pp"
nuqima'baja,"pear,verb,exclamatory,perfective,past,1ps"
nuqima'bajaba,"pear,verb,exclamatory,imperfective,past,1ps"
nuqima'bajaca,"pear,verb,exclamatory,progressive,past,1ps"
nuqima'bajada,"pear,verb,exclamatory,habitual,past,1ps"
nuqima'bajafa,"pear,verb,exclamatory,frequentative,past,1ps"
nuqima'bajaga,"pear,verb,exclamatory,iterative,past,1ps"
nuqima'bajababa,"pear,verb,exclamatory,imperfective,present,1ps"
nuqima'bajabaca,"pear,verb,exclamatory,imperfective,future,1ps"
nuqima'bajabada,"pear,verb,exclamatory,imperfective,past,1pp"
nuqima'bajabafa,"pear,verb,exclamatory,imperfective,past,2pp"
nuqima'bajabaga,"pear,verb,exclamatory,imperfective,past,3pp"
nuqima'bajacaba,"pear,verb,exclamatory,progressive,present,1ps"
nuqima'bajacaca,"pear,verb,exclamatory,progressive,future,1ps"
nuqima'bajacada,"pear,verb,exclamatory,progressive,past,1pp"
nuqima'bajacafa,"pear,verb,exclamatory,progressive,past,2pp"
nuqima'bajacaga,"pear,verb,exclamatory,progressive,past,3pp"
nuqima'bajabababa,"pear,verb,exclamatory,imperfective,present,2ps"
nuqima'bajababaca,"pear,verb,exclamatory,imperfective,present,3ps"
nuqima'bajababada,"pear,verb,exclamatory,imperfective,present,1pp"
nuqima'bajababafa,"pear,verb,exclamatory,imperfective,present,2pp"
nuqima'bajababaga,"pear,verb,exclamatory,imperfective,present,3pp"
nuqima'bajabacaba,"pear,verb,exclamatory,imperfective,future,2ps"
nuqima'bajabacaca,"pear,verb,exclamatory,imperfective,future,3ps"
nuqima'bajabacada,"pear,verb,exclamatory,imperfective,future,1pp"
nuqima'bajabacafa,"pear,verb,exclamatory,imperfective,future,2pp"
nuqima'bajabacaga,"pear,verb,exclamatory,imperfective,future,3pp"
nuqima'bajacababa,"pear,verb,exclamatory,progressive,present,2ps"
nuqima'bajacabaca,"pear,verb,exclamatory,progressive,present,3ps"
nuqima'bajacabada,"pear,verb,exclamatory,progressive,present,1pp"
nuqima'bajacabafa,"pear,verb,exclamatory,progressive,present,2pp"
nuqima'bajacabaga,"pear,verb,exclamatory,progressive,present,3pp"
nuqima'bajacacaba,"pear,verb,exclamatory,progressive,future,2ps"
nuqima'bajacacaca,"pear,verb,exclamatory,progressive,future,3ps"
nuqima'bajacacada,"pear,verb,exclamatory,progressive,future,1pp"
nuqima'bajacacafa,"pear,verb,exclamatory,progressive,future,2pp"
nuqima'bajacacaga,"pear,verb,exclamatory,progressive,future,3pp"
nuqima'bajadaba,"pear,verb,exclamatory,habitual,present,1ps"
nuqima'bajadaca,"pear,verb,exclamatory,habitual,future,1ps"
nuqima'bajadada,"pear,verb,exclamatory,habitual,past,1pp"
nuqima'bajadafa,"pear,verb,exclamatory,habitual,past,2pp"
nuqima'bajadaga,"pear,verb,exclamatory,habitual,past,3pp"
nuqima'bajadababa,"pear,verb,exclamatory,habitual,present,2ps"
nuqima'bajadabaca,"pear,verb,exclamatory,habitual,present,3ps"
nuqima'bajadabada,"pear,verb,exclamatory,habitual,present,1pp"
nuqima'bajadabafa,"pear,verb,exclamatory,habitual,present,2pp"
nuqima'bajadabaga,"pear,verb,exclamatory,habitual,present,3pp"
nuqima'bajadacaba,"pear,verb,exclamatory,habitual,future,2ps"
nuqima'bajadacaca,"pear,verb,exclamatory,habitual,future,3ps"
nuqima'bajadacada,"pear,verb,exclamatory,habitual,future,1pp"
nuqima'bajadacafa,"pear,verb,exclamatory,habitual,future,2pp"
nuqima'bajadacaga,"pear,verb,exclamatory,habitual,future,3pp"
nuqima'bajafaba,"pear,verb,exclamatory,frequentative,present,1ps"
nuqima'bajafaca,"pear,verb,exclamatory,frequentative,future,1ps"
nuqima'bajafada,"pear,verb,exclamatory,frequentative,past,1pp"
nuqima'bajafafa,"pear,verb,exclamatory,frequentative,past,2pp"
nuqima'bajafaga,"pear,verb,exclamatory,frequentative,past,3pp"
nuqima'bajafababa,"pear,verb,exclamatory,frequentative,present,2ps"
nuqima'bajafabaca,"pear,verb,exclamatory,frequentative,present,3ps"
nuqima'bajafabada,"pear,verb,exclamatory,frequentative,present,1pp"
nuqima'bajafabafa,"pear,verb,exclamatory,frequentative,present,2pp"
nuqima'bajafabaga,"pear,verb,exclamatory,frequentative,present,3pp"
nuqima'bajafacaba,"pear,verb,exclamatory,frequentative,future,2ps"
nuqima'bajafacaca,"pear,verb,exclamatory,frequentative,future,3ps"
nuqima'bajafacada,"pear,verb,exclamatory,frequentative,future,1pp"
nuqima'bajafacafa,"pear,verb,exclamatory,frequentative,future,2pp"
nuqima'bajafacaga,"pear,verb,exclamatory,frequentative,future,3pp"
nuqima'bajagaba,"pear,verb,exclamatory,iterative,present,1ps"
nuqima'bajagaca,"pear,verb,exclamatory,iterative,future,1ps"
nuqima'bajagada,"pear,verb,exclamatory,iterative,past,1pp"
nuqima'bajagafa,"pear,verb,exclamatory,iterative,past,2pp"
nuqima'bajagaga,"pear,verb,exclamatory,iterative,past,3pp"
nuqima'bajagababa,"pear,verb,exclamatory,iterative,present,2ps"
nuqima'bajagabaca,"pear,verb,exclamatory,iterative,present,3ps"
nuqima'bajagabada,"pear,verb,exclamatory,iterative,present,1pp"
nuqima'bajagabafa,"pear,verb,exclamatory,iterative,present,2pp"
nuqima'bajagabaga,"pear,verb,exclamatory,iterative,present,3pp"
nuqima'bajagacaba,"pear,verb,exclamatory,iterative,future,2ps"
nuqima'bajagacaca,"pear,verb,exclamatory,iterative,future,3ps"
nuqima'bajagacada,"pear,verb,exclamatory,iterative,future,1pp"
nuqima'bajagacafa,"pear,verb,exclamatory,iterative,future,2pp"
nuqima'bajagacaga,"pear,verb,exclamatory,iterative,future,3pp"
kifida',"river,noun,nominative,singular"
kifida'ba,"river,verb,indicative,perfective,past,1ps"
kifida'baba,"river,verb,subjunctive,perfective,past,1ps"
kifida'baca,"river,verb,imperative,perfective,past,1ps"
kifida'bada,"river,verb,conditional,perfective,past,1ps"
kifida'bafa,"river,verb,optative,perfective,past,1ps"
kifida'baga,"river,verb,jussive,perfective,past,1ps"
kifida'bababa,"river,verb,subjunctive,imperfective,past,1ps"
kifida'babaca,"river,verb,subjunctive,progressive,past,1ps"
kifida'babada,"river,verb,subjunctive,habitual,past,1ps"
kifida'babafa,"river,verb,subjunctive,frequentative,past,1ps"
kifida'babaga,"river,verb,subjunctive,iterative,past,1ps"
kifida'bacaba,"river,verb,imperative,imperfective,past,1ps"
kifida'bacaca,"river,verb,imperative,progressive,past,1ps"
kifida'bacada,"river,verb,imperative,habitual,past,1ps"
kifida'bacafa,"river,verb,imperative,frequentative,past,1ps"
kifida'bacaga,"river,verb,imperative,iterative,past,1ps"
kifida'babababa,"river,verb,subjunctive,imperfective,present,1ps"
kifida'bababaca,"river,verb,subjunctive,imperfective,future,1ps"
kifida'bababada,"river,verb,subjunctive,imperfective,past,1pp"
kifida'bababafa,"river,verb,subjunctive,imperfective,past,2pp"
kifida'bababaga,"river,verb,subjunctive,imperfective,past,3pp"
kifida'babacaba,"river,verb,subjunctive,progressive,present,1ps"
kifida'babacaca,"river,verb,subjunctive,progressive,future,1ps"
kifida'babacada,"river,verb,subjunctive,progressive,past,1pp"
kifida'babacafa,"river,verb,subjunctive,progressive,past,2pp"
kifida'babacaga,"river,verb,subjunctive,progressive,past,3pp"
kifida'bacababa,"river,verb,imperative,imperfective,present,1ps"
kifida'bacabaca,"river,verb,imperative,imperfective,future,1ps"
kifida'bacabada,"river,verb,imperative,imperfective,past,1pp"
kifida'bacabafa,"river,verb,imperative,imperfective,past,2pp"
kifida'bacabaga,"river,verb,imperative,imperfective,past,3pp"
kifida'bacacaba,"river,verb,imperative,progressive,present,1ps"
kifida'bacacaca,"river,verb,imperative,progressive,future,1ps"
kifida'bacacada,"river,verb,imperative,progressive,past,1pp"
kifida'bacacafa,"river,verb,imperative,progressive,past,2pp"
kifida'bacacaga,"river,verb,imperative,progressive,past,3pp"
kifida'badaba,"river,verb,conditional,imperfective,past,1ps"
kifida'badaca,"river,verb,conditional,progressive,past,1ps"
kifida'badada,"river,verb,conditional,habitual,past,1ps"
kifida'badafa,"river,verb,conditional,frequentative,past,1ps"
kifida'badaga,"river,verb,conditional,iterative,past,1ps"
kifida'badababa,"river,verb,conditional,imperfective,present,1ps"
kifida'badabaca,"river,verb,conditional,imperfective,future,1ps"
kifida'badabada,"river,verb,conditional,imperfective,past,1pp"
kifida'badabafa,"river,verb,conditional,imperfective,past,2pp"
kifida'badabaga,"river,verb,conditional,imperfective,past,3pp"
kifida'badacaba,"river,verb,conditional,progressive,present,1ps"
kifida'badacaca,"river,verb,conditional,progressive,future,1ps"
kifida'badacada,"river,verb,conditional,progressive,past,1pp"
kifida'badacafa,"river,verb,conditional,progressive,past,2pp"
kifida'badacaga,"river,verb,conditional,progressive,past,3pp"
kifida'bafaba,"river,verb,optative,imperfective,past,1ps"
kifida'bafaca,"river,verb,optative,progressive,past,1ps"
kifida'bafada,"river,verb,optative,habitual,past,1ps"
kifida'bafafa,"river,verb,optative,frequentative,past,1ps"
kifida'bafaga,"river,verb,optative,iterative,past,1ps"
kifida'bafababa,"river,verb,optative,imperfective,present,1ps"
kifida'bafabaca,"river,verb,optative,imperfective,future,1ps"
kifida'bafabada,"river,verb,optative,imperfective,past,1pp"
kifida'bafabafa,"river,verb,optative,imperfective,past,2pp"
kifida'bafabaga,"river,verb,optative,imperfective,past,3pp"
kifida'bafacaba,"river,verb,optative,progressive,present,1ps"
kifida'bafacaca,"river,verb,optative,progressive,future,1ps"
kifida'bafacada,"river,verb,optative,progressive,past,1pp"
kifida'bafacafa,"river,verb,optative,progressive,past,2pp"
kifida'bafacaga,"river,verb,optative,progressive,past,3pp"
kifida'bagaba,"river,verb,jussive,imperfective,past,1ps"
kifida'bagaca,"river,verb,jussive,progressive,past,1ps"
kifida'bagada,"river,verb,jussive,habitual,past,1ps"
kifida'bagafa,"river,verb,jussive,frequentative,past,1ps"
kifida'bagaga,"river,verb,jussive,iterative,past,1ps"
kifida'bagababa,"river,verb,jussive,imperfective,present,1ps"
kifida'bagabaca,"river,verb,jussive,imperfective,future,1ps"
kifida'bagabada,"river,verb,jussive,imperfective,past,1pp"
kifida'bagabafa,"river,verb,jussive,imperfective,past,2pp"
kifida'bagabaga,"river,verb,jussive,imperfective,past,3pp"
kifida'bagacaba,"river,verb,jussive,progressive,present,1ps"
kifida'bagacaca,"river,verb,jussive,progressive,future,1ps"
kifida'bagacada,"river,verb,jussive,progressive,past,1pp"
kifida'bagacafa,"river,verb,jussive,progressive,past,2pp"
kifida'bagacaga,"river,verb,jussive,progressive,past,3pp"
kifida'bababababa,"river,verb,subjunctive,imperfective,present,2ps"
kifida'babababaca,"river,verb,subjunctive,imperfective,present,3ps"
kifida'babababada,"river,verb,subjunctive,imperfective,present,1pp"
kifida'babababafa,"river,verb,subjunctive,imperfective,present,2pp"
kifida'babababaga,"river,verb,subjunctive,imperfective,present,3pp"
kifida'bababacaba,"river,verb,subjunctive,imperfective,future,2ps"
kifida'bababacaca,"river,verb,subjunctive,imperfective,future,3ps"
kifida'bababacada,"river,verb,subjunctive,imperfective,future,1pp"
kifida'bababacafa,"river,verb,subjunctive,imperfective,future,2pp"
kifida'bababacaga,"river,verb,subjunctive,imperfective,future,3pp"
kifida'babacababa,"river,verb,subjunctive,progressive,present,2ps"
kifida'babacabaca,"river,verb,subjunctive,progressive,present,3ps"
kifida'babacabada,"river,verb,subjunctive,progressive,present,1pp"
kifida'babacabafa,"river,verb,subjunctive,progressive,present,2pp"
kifida'babacabaga,"river,verb,subjunctive,progressive,present,3pp"
kifida'babacacaba,"river,verb,subjunctive,progressive,future,2ps"
kifida'babacacaca,"river,verb,subjunctive,progressive,future,3ps"
kifida'babacacada,"river,verb,subjunctive,progressive,future,1pp"
kifida'babacacafa,"river,verb,subjunctive,progressive,future,2pp"
kifida'babacacaga,"river,verb,subjunctive,progressive,future,3pp"
kifida'babadaba,"river,verb,subjunctive,habitual,present,1ps"
kifida'babadaca,"river,verb,subjunctive,habitual,future,1ps"
kifida'babadada,"river,verb,subjunctive,habitual,past,1pp"
kifida'babadafa,"river,verb,subjunctive,habitual,past,2pp"
kifida'babadaga,"river,verb,subjunctive,habitual,past,3pp"
kifida'babadababa,"river,verb,subjunctive,habitual,present,2ps"
kifida'babadabaca,"river,verb,subjunctive,habitual,present,3ps"
kifida'babadabada,"river,verb,subjunctive,habitual,present,1pp"
kifida'babadabafa,"river,verb,subjunctive,habitual,present,2pp"
kifida'babadabaga,"river,verb,subjunctive,habitual,present,3pp"
kifida'babadacaba,"river,verb,subjunctive,habitual,future,2ps"
kifida'babadacaca,"river,verb,subjunctive,habitual,future,3ps"
kifida'babadacada,"river,verb,subjunctive,habitual,future,1pp"
kifida'babadacafa,"river,verb,subjunctive,habitual,future,2pp"
kifida'babadacaga,"river,verb,subjunctive,habitual,future,3pp"
kifida'babafaba,"river,verb,subjunctive,frequentative,present,1ps"
kifida'babafaca,"river,verb,subjunctive,frequentative,future,1ps"
kifida'babafada,"river,verb,subjunctive,frequentative,past,1pp"
kifida'babafafa,"river,verb,subjunctive,frequentative,past,2pp"
kifida'babafaga,"river,verb,subjunctive,frequentative,past,3pp"
kifida'babafababa,"river,verb,subjunctive,frequentative,present,2ps"
kifida'babafabaca,"river,verb,subjunctive,frequentative,present,3ps"
kifida'babafabada,"river,verb,subjunctive,frequentative,present,1pp"
kifida'babafabafa,"river,verb,subjunctive,frequentative,present,2pp"
kifida'babafabaga,"river,verb,subjunctive,frequentative,present,3pp"
kifida'babafacaba,"river,verb,subjunctive,frequentative,future,2ps"
kifida'babafacaca,"river,verb,subjunctive,frequentative,future,3ps"
kifida'babafacada,"river,verb,subjunctive,frequentative,future,1pp"
kifida'babafacafa,"river,verb,subjunctive,frequentative,future,2pp"
kifida'babafacaga,"river,verb,subjunctive,frequentative,future,3pp"
kifida'babagaba,"river,verb,subjunctive,iterative,present,1ps"
kifida'babagaca,"river,verb,subjunctive,iterative,future,1ps"
kifida'babagada,"river,verb,subjunctive,iterative,past,1pp"
kifida'babagafa,"river,verb,subjunctive,iterative,past,2pp"
kifida'babagaga,"river,verb,subjunctive,iterative,past,3pp"
kifida'babagababa,"river,verb,subjunctive,iterative,present,2ps"
kifida'babagabaca,"river,verb,subjunctive,iterative,present,3ps"
kifida'babagabada,"river,verb,subjunctive,iterative,present,1pp"
kifida'babagabafa,"river,verb,subjunctive,iterative,present,2pp"
kifida'babagabaga,"river,verb,subjunctive,iterative,present,3pp"
kifida'babagacaba,"river,verb,subjunctive,iterative,future,2ps"
kifida'babagacaca,"river,verb,subjunctive,iterative,future,3ps"
kifida'babagacada,"river,verb,subjunctive,iterative,future,1pp"
kifida'babagacafa,"river,verb,subjunctive,iterative,future,2pp"
kifida'babagacaga,"river,verb,subjunctive,iterative,future,3pp"
kifida'bacabababa,"river,verb,imperative,imperfective,present,2ps"
kifida'bacababaca,"river,verb,imperative,imperfective,present,3ps"
kifida'bacababada,"river,verb,imperative,imperfective,present,1pp"
kifida'bacababafa,"river,verb,imperative,imperfective,present,2pp"
kifida'bacababaga,"river,verb,imperative,imperfective,present,3pp"
kifida'bacabacaba,"river,verb,imperative,imperfective,future,2ps"
kifida'bacabacaca,"river,verb,imperative,imperfective,future,3ps"
kifida'bacabacada,"river,verb,imperative,imperfective,future,1pp"
kifida'bacabacafa,"river,verb,imperative,imperfective,future,2pp"
kifida'bacabacaga,"river,verb,imperative,imperfective,future,3pp"
kifida'bacacababa,"river,verb,imperative,progressive,present,2ps"
kifida'bacacabaca,"river,verb,imperative,progressive,present,3ps"
kifida'bacacabada,"river,verb,imperative,progressive,present,1pp"
kifida'bacacabafa,"river,verb,imperative,progressive,present,2pp"
kifida'bacacabaga,"river,verb,imperative,progressive,present,3pp"
kifida'bacacacaba,"river,verb,imperative,progressive,future,2ps"
kifida'bacacacaca,"river,verb,imperative,progressive,future,3ps"
kifida'bacacacada,"river,verb,imperative,progressive,future,1pp"
kifida'bacacacafa,"river,verb,imperative,progressive,future,2pp"
kifida'bacacacaga,"river,verb,imperative,progressive,future,3pp"
kifida'bacadaba,"river,verb,imperative,habitual,present,1ps"
kifida'bacadaca,"river,verb,imperative,habitual,future,1ps"
kifida'bacadada,"river,verb,imperative,habitual,past,1pp"
kifida'bacadafa,"river,verb,imperative,habitual,past,2pp"
kifida'bacadaga,"river,verb,imperative,habitual,past,3pp"
kifida'bacadababa,"river,verb,imperative,habitual,present,2ps"
kifida'bacadabaca,"river,verb,imperative,habitual,present,3ps"
kifida'bacadabada,"river,verb,imperative,habitual,present,1pp"
kifida'bacadabafa,"river,verb,imperative,habitual,present,2pp"
kifida'bacadabaga,"river,verb,imperative,habitual,present,3pp"
kifida'bacadacaba,"river,verb,imperative,habitual,future,2ps"
kifida'bacadacaca,"river,verb,imperative,habitual,future,3ps"
kifida'bacadacada,"river,verb,imperative,habitual,future,1pp"
kifida'bacadacafa,"river,verb,imperative,habitual,future,2pp"
kifida'bacadacaga,"river,verb,imperative,habitual,future,3pp"
kifida'bacafaba,"river,verb,imperative,frequentative,present,1ps"
kifida'bacafaca,"river,verb,imperative,frequentative,future,1ps"
kifida'bacafada,"river,verb,imperative,frequentative,past,1pp"
kifida'bacafafa,"river,verb,imperative,frequentative,past,2pp"
kifida'bacafaga,"river,verb,imperative,frequentative,past,3pp"
kifida'bacafababa,"river,verb,imperative,frequentative,present,2ps"
kifida'bacafabaca,"river,verb,imperative,frequentative,present,3ps"
kifida'bacafabada,"river,verb,imperative,frequentative,present,1pp"
kifida'bacafabafa,"river,verb,imperative,frequentative,present,2pp"
kifida'bacafabaga,"river,verb,imperative,frequentative,present,3pp"
kifida'bacafacaba,"river,verb,imperative,frequentative,future,2ps"
kifida'bacafacaca,"river,verb,imperative,frequentative,future,3ps"
kifida'bacafacada,"river,verb,imperative,frequentative,future,1pp"
kifida'bacafacafa,"river,verb,imperative,frequentative,future,2pp"
kifida'bacafacaga,"river,verb,imperative,frequentative,future,3pp"
kifida'bacagaba,"river,verb,imperative,iterative,present,1ps"
kifida'bacagaca,"river,verb,imperative,iterative,future,1ps"
kifida'bacagada,"river,verb,imperative,iterative,past,1pp"
kifida'bacagafa,"river,verb,imperative,iterative,past,2pp"
kifida'bacagaga,"river,verb,imperative,iterative,past,3pp"
kifida'bacagababa,"river,verb,imperative,iterative,present,2ps"
kifida'bacagabaca,"river,verb,imperative,iterative,present,3ps"
kifida'bacagabada,"river,verb,imperative,iterative,present,1pp"
kifida'bacagabafa,"river,verb,imperative,iterative,present,2pp"
kifida'bacagabaga,"river,verb,imperative,iterative,present,3pp"
kifida'bacagacaba,"river,verb,imperative,iterative,future,2ps"
kifida'bacagacaca,"river,verb,imperative,iterative,future,3ps"
kifida'bacagacada,"river,verb,imperative,iterative,future,1pp"
kifida'bacagacafa,"river,verb,imperative,iterative,future,2pp"
kifida'bacagacaga,"river,verb,imperative,iterative,future,3pp"
kifida'badabababa,"river,verb,conditional,imperfective,present,2ps"
kifida'badababaca,"river,verb,conditional,imperfective,present,3ps"
kifida'badababada,"river,verb,conditional,imperfective,present,1pp"
kifida'badababafa,"river,verb,conditional,imperfective,present,2pp"
kifida'badababaga,"river,verb,conditional,imperfective,present,3pp"
kifida'badabacaba,"river,verb,conditional,imperfective,future,2ps"
kifida'badabacaca,"river,verb,conditional,imperfective,future,3ps"
kifida'badabacada,"river,verb,conditional,imperfective,future,1pp"
kifida'badabacafa,"river,verb,conditional,imperfective,future,2pp"
kifida'badabacaga,"river,verb,conditional,imperfective,future,3pp"
kifida'badacababa,"river,verb,conditional,progressive,present,2ps"
kifida'badacabaca,"river,verb,conditional,progressive,present,3ps"
kifida'badacabada,"river,verb,conditional,progressive,present,1pp"
kifida'badacabafa,"river,verb,conditional,progressive,present,2pp"
kifida'badacabaga,"river,verb,conditional,progressive,present,3pp"
kifida'badacacaba,"river,verb,conditional,progressive,future,2ps"
kifida'badacacaca,"river,verb,conditional,progressive,future,3ps"
kifida'badacacada,"river,verb,conditional,progressive,future,1pp"
kifida'badacacafa,"river,verb,conditional,progressive,future,2pp"
kifida'badacacaga,"river,verb,conditional,progressive,future,3pp"
kifida'badadaba,"river,verb,conditional,habitual,present,1ps"
kifida'badadaca,"river,verb,conditional,habitual,future,1ps"
kifida'badadada,"river,verb,conditional,habitual,past,1pp"
kifida'badadafa,"river,verb,conditional,habitual,past,2pp"
kifida'badadaga,"river,verb,conditional,habitual,past,3pp"
kifida'badadababa,"river,verb,conditional,habitual,present,2ps"
kifida'badadabaca,"river,verb,conditional,habitual,present,3ps"
kifida'badadabada,"river,verb,conditional,habitual,present,1pp"
kifida'badadabafa,"river,verb,conditional,habitual,present,2pp"
kifida'badadabaga,"river,verb,conditional,habitual,present,3pp"
kifida'badadacaba,"river,verb,conditional,habitual,future,2ps"
kifida'badadacaca,"river,verb,conditional,habitual,future,3ps"
kifida'badadacada,"river,verb,conditional,habitual,future,1pp"
kifida'badadacafa,"river,verb,conditional,habitual,future,2pp"
kifida'badadacaga,"river,verb,conditional,habitual,future,3pp"
kifida'badafaba,"river,verb,conditional,frequentative,present,1ps"
kifida'badafaca,"river,verb,conditional,frequentative,future,1ps"
kifida'badafada,"river,verb,conditional,frequentative,past,1pp"
kifida'badafafa,"river,verb,conditional,frequentative,past,2pp"
kifida'badafaga,"river,verb,conditional,frequentative,past,3pp"
kifida'badafababa,"river,verb,conditional,frequentative,present,2ps"
kifida'badafabaca,"river,verb,conditional,frequentative,present,3ps"
kifida'badafabada,"river,verb,conditional,frequentative,present,1pp"
kifida'badafabafa,"river,verb,conditional,frequentative,present,2pp"
kifida'badafabaga,"river,verb,conditional,frequentative,present,3pp"
kifida'badafacaba,"river,verb,conditional,frequentative,future,2ps"
kifida'badafacaca,"river,verb,conditional,frequentative,future,3ps"
kifida'badafacada,"river,verb,conditional,frequentative,future,1pp"
kifida'badafacafa,"river,verb,conditional,frequentative,future,2pp"
kifida'badafacaga,"river,verb,conditional,frequentative,future,3pp"
kifida'badagaba,"river,verb,conditional,iterative,present,1ps"
kifida'badagaca,"river,verb,conditional,iterative,future,1ps"
kifida'badagada,"river,verb,conditional,iterative,past,1pp"
kifida'badagafa,"river,verb,conditional,iterative,past,2pp"
kifida'badagaga,"river,verb,conditional,iterative,past,3pp"
kifida'badagababa,"river,verb,conditional,iterative,present,2ps"
kifida'badagabaca,"river,verb,conditional,iterative,present,3ps"
kifida'badagabada,"river,verb,conditional,iterative,present,1pp"
kifida'badagabafa,"river,verb,conditional,iterative,present,2pp"
kifida'badagabaga,"river,verb,conditional,iterative,present,3pp"
kifida'badagacaba,"river,verb,conditional,iterative,future,2ps"
kifida'badagacaca,"river,verb,conditional,iterative,future,3ps"
kifida'badagacada,"river,verb,conditional,iterative,future,1pp"
kifida'badagacafa,"river,verb,conditional,iterative,future,2pp"
kifida'badagacaga,"river,verb,conditional,iterative,future,3pp"
kifida'bafabababa,"river,verb,optative,imperfective,present,2ps"
kifida'bafababaca,"river,verb,optative,imperfective,present,3ps"
kifida'bafababada,"river,verb,optative,imperfective,present,1pp"
kifida'bafababafa,"river,verb,optative,imperfective,present,2pp"
kifida'bafababaga,"river,verb,optative,imperfective,present,3pp"
kifida'bafabacaba,"river,verb,optative,imperfective,future,2ps"
kifida'bafabacaca,"river,verb,optative,imperfective,future,3ps"
kifida'bafabacada,"river,verb,optative,imperfective,future,1pp"
kifida'bafabacafa,"river,verb,optative,imperfective,future,2pp"
kifida'bafabacaga,"river,verb,optative,imperfective,future,3pp"
kifida'bafacababa,"river,verb,optative,progressive,present,2ps"
kifida'bafacabaca,"river,verb,optative,progressive,present,3ps"
kifida'bafacabada,"river,verb,optative,progressive,present,1pp"
kifida'bafacabafa,"river,verb,optative,progressive,present,2pp"
kifida'bafacabaga,"river,verb,optative,progressive,present,3pp"
kifida'bafacacaba,"river,verb,optative,progressive,future,2ps"
kifida'bafacacaca,"river,verb,optative,progressive,future,3ps"
kifida'bafacacada,"river,verb,optative,progressive,future,1pp"
kifida'bafacacafa,"river,verb,optative,progressive,future,2pp"
kifida'bafacacaga,"river,verb,optative,progressive,future,3pp"
kifida'bafadaba,"river,verb,optative,habitual,present,1ps"
kifida'bafadaca,"river,verb,optative,habitual,future,1ps"
kifida'bafadada,"river,verb,optative,habitual,past,1pp"
kifida'bafadafa,"river,verb,optative,habitual,past,2pp"
kifida'bafadaga,"river,verb,optative,habitual,past,3pp"
kifida'bafadababa,"river,verb,optative,habitual,present,2ps"
kifida'bafadabaca,"river,verb,optative,habitual,present,3ps"
kifida'bafadabada,"river,verb,optative,habitual,present,1pp"
kifida'bafadabafa,"river,verb,optative,habitual,present,2pp"
kifida'bafadabaga,"river,verb,optative,habitual,present,3pp"
kifida'bafadacaba,"river,verb,optative,habitual,future,2ps"
kifida'bafadacaca,"river,verb,optative,habitual,future,3ps"
kifida'bafadacada,"river,verb,optative,habitual,future,1pp"
kifida'bafadacafa,"river,verb,optative,habitual,future,2pp"
kifida'bafadacaga,"river,verb,optative,habitual,future,3pp"
kifida'bafafaba,"river,verb,optative,frequentative,present,1ps"
kifida'bafafaca,"river,verb,optative,frequentative,future,1ps"
kifida'bafafada,"river,verb,optative,frequentative,past,1pp"
kifida'bafafafa,"river,verb,optative,frequentative,past,2pp"
kifida'bafafaga,"river,verb,optative,frequentative,past,3pp"
kifida'bafafababa,"river,verb,optative,frequentative,present,2ps"
kifida'bafafabaca,"river,verb,optative,frequentative,present,3ps"
kifida'bafafabada,"river,verb,optative,frequentative,present,1pp"
kifida'bafafabafa,"river,verb,optative,frequentative,present,2pp"
kifida'bafafabaga,"river,verb,optative,frequentative,present,3pp"
kifida'bafafacaba,"river,verb,optative,frequentative,future,2ps"
kifida'bafafacaca,"river,verb,optative,frequentative,future,3ps"
kifida'bafafacada,"river,verb,optative,frequentative,future,1pp"
kifida'bafafacafa,"river,verb,optative,frequentative,future,2pp"
kifida'bafafacaga,"river,verb,optative,frequentative,future,3pp"
kifida'bafagaba,"river,verb,optative,iterative,present,1ps"
kifida'bafagaca,"river,verb,optative,iterative,future,1ps"
kifida'bafagada,"river,verb,optative,iterative,past,1pp"
kifida'bafagafa,"river,verb,optative,iterative,past,2pp"
kifida'bafagaga,"river,verb,optative,iterative,past,3pp"
kifida'bafagababa,"river,verb,optative,iterative,present,2ps"
kifida'bafagabaca,"river,verb,optative,iterative,present,3ps"
kifida'bafagabada,"river,verb,optative,iterative,present,1pp"
kifida'bafagabafa,"river,verb,optative,iterative,present,2pp"
kifida'bafagabaga,"river,verb,optative,iterative,present,3pp"
kifida'bafagacaba,"river,verb,optative,iterative,future,2ps"
kifida'bafagacaca,"river,verb,optative,iterative,future,3ps"
kifida'bafagacada,"river,verb,optative,iterative,future,1pp"
kifida'bafagacafa,"river,verb,optative,iterative,future,2pp"
kifida'bafagacaga,"river,verb,optative,iterative,future,3pp"
kifida'bagabababa,"river,verb,jussive,imperfective,present,2ps"
kifida'bagababaca,"river,verb,jussive,imperfective,present,3ps"
kifida'bagababada,"river,verb,jussive,imperfective,present,1pp"
kifida'bagababafa,"river,verb,jussive,imperfective,present,2pp"
kifida'bagababaga,"river,verb,jussive,imperfective,present,3pp"
kifida'bagabacaba,"river,verb,jussive,imperfective,future,2ps"
kifida'bagabacaca,"river,verb,jussive,imperfective,future,3ps"
kifida'bagabacada,"river,verb,jussive,imperfective,future,1pp"
kifida'bagabacafa,"river,verb,jussive,imperfective,future,2pp"
kifida'bagabacaga,"river,verb,jussive,imperfective,future,3pp"
kifida'bagacababa,"river,verb,jussive,progressive,present,2ps"
